ref,PTT,D_DATE,NSATS_DETECTED,NSATS_TRANSMITTED,CNT,LAT,LON,RESIDUAL,TIMESHIFT,SUBMITTED,NSATS_HEALTHY,NBITS,DELETED,V_MASK,KM_FROM_HOME,EST_SPEED
ob02-728-11,96728,7/21/2011,8,8,2,-20.99559021,-70.3345108,5.900000095,3.200000048,7/30/2011,8,15,,0,22.066,0.59
ob02-728-11,96728,7/21/2011,7,7,1,-21.00912094,-70.34452057,4.599999905,3.200000048,7/30/2011,7,15,,0,23.735,0.51
ob02-728-11,96728,7/21/2011,9,8,1,-21.01538086,-70.35430145,4.599999905,3.200000048,7/30/2011,8,15,,0,24.632,0.36
ob02-728-11,96728,7/21/2011,9,8,1,-21.02487946,-70.35015869,9.100000381,3.200000048,7/30/2011,8,15,,0,25.571,0.4
ob02-728-11,96728,7/22/2011,11,8,1,-21.02825928,-70.30072021,8.600000381,3.200000048,7/30/2011,8,15,,0,25.409,0.28
ob02-728-11,96728,7/22/2011,8,8,2,-21.10149956,-70.28539276,7,3.200000048,8/2/2011,8,15,,0,33.596,0.36
ob02-728-11,96728,7/22/2011,6,6,2,-21.1103096,-70.29216003,6.199999809,3.200000048,8/2/2011,6,15,,0,34.553,0.69
ob02-728-11,96728,7/22/2011,9,8,1,-21.11421013,-70.35353088,7.699999809,3.099999905,8/2/2011,8,15,,0,35.417,0.82
ob02-728-11,96728,7/22/2011,10,8,1,-21.09516907,-70.38353729,8.100000381,3.099999905,8/2/2011,8,15,,0,33.986,0.99
ob02-728-11,96728,7/22/2011,9,8,1,-21.09383011,-70.4121933,6.199999809,3.099999905,8/2/2011,8,15,,0,34.726,1.27
ob02-728-11,96728,7/22/2011,7,7,2,-21.1424408,-70.44548035,5.099999905,3.099999905,8/2/2011,7,15,,0,41.009,0.97
ob02-728-11,96728,7/22/2011,9,8,1,-21.15299988,-70.45404053,14,3.099999905,8/2/2011,8,15,,0,42.432,0.41
ob02-728-11,96728,7/22/2011,8,8,1,-21.14731026,-70.4553833,5.5,3.099999905,8/2/2011,8,15,,0,41.899,0.43
ob02-728-11,96728,7/22/2011,9,8,1,-21.11968994,-70.45986938,9.100000381,3.099999905,8/2/2011,8,15,,0,39.276,1.07
ob02-728-11,96728,7/22/2011,11,8,2,-21.08679962,-70.46631622,5.199999809,3.099999905,8/2/2011,8,15,,0,36.307,1.21
ob02-728-11,96728,7/22/2011,11,8,1,-21.05977058,-70.49819183,7.199999809,3.099999905,8/2/2011,8,15,,0,35.508,0.55
ob02-728-11,96728,7/22/2011,11,8,1,-21.0574894,-70.50164032,5.800000191,3.099999905,8/2/2011,8,15,,0,35.512,0.51
ob02-728-11,96728,7/22/2011,10,8,2,-21.05367088,-70.5205307,7,3.099999905,8/2/2011,8,15,,0,36.375,0.54
ob02-728-11,96728,7/23/2011,10,8,1,-21.05874062,-70.51908112,6,3.099999905,8/2/2011,8,15,,0,36.721,0.32
ob02-728-11,96728,7/23/2011,10,8,1,-21.05825043,-70.5047226,4,3.099999905,8/2/2011,8,15,,0,35.77,0.93
ob02-728-11,96728,7/23/2011,7,7,1,-21.09016037,-70.49925995,6.099999905,3.099999905,8/2/2011,7,15,,0,38.372,1.39
ob02-728-11,96728,7/23/2011,7,7,1,-21.11413002,-70.48293304,9.199999809,3.099999905,8/2/2011,7,15,,0,39.804,1.14
ob02-728-11,96728,7/23/2011,11,8,2,-21.12767029,-70.4156723,5.5,3,8/2/2011,8,15,,0,38.406,1.15
ob02-728-11,96728,7/23/2011,11,8,1,-21.13484955,-70.38542938,5.599999905,3.099999905,8/2/2011,8,15,,0,38.318,1.33
ob02-728-11,96728,7/23/2011,10,8,1,-21.13064957,-70.35527039,8.300000191,3,8/2/2011,8,15,,0,37.253,1.44
ob02-728-11,96728,7/23/2011,6,6,2,-21.1551609,-70.28659821,8.899999619,3.099999905,8/2/2011,6,15,,0,39.56,1.54
ob02-728-11,96728,7/23/2011,7,7,1,-21.18240929,-70.26555634,10.60000038,3.099999905,8/2/2011,7,15,,0,42.719,1.21
ob02-728-11,96728,7/23/2011,7,7,1,-21.20766068,-70.23428345,4.300000191,3,8/2/2011,7,15,,0,45.891,1.01
ob02-728-11,96728,7/23/2011,8,8,1,-21.24703026,-70.20278168,7.599999905,3,8/2/2011,8,15,,0,50.777,1.17
ob02-728-11,96728,7/23/2011,8,8,1,-21.26685905,-70.18463898,5.699999809,3.599999905,8/2/2011,8,15,,0,53.334,0.8
ob02-728-11,96728,7/23/2011,10,8,1,-21.39237022,-70.16371918,5.400000095,3,8/2/2011,8,15,,0,67.443,0.51
ob02-728-11,96728,7/23/2011,9,8,1,-21.39554024,-70.1493988,6.300000191,3,8/2/2011,8,15,,0,68.114,0.89
ob02-728-11,96728,7/24/2011,10,8,1,-21.67061043,-70.18518829,6.300000191,2.900000095,8/2/2011,8,15,,0,97.643,1.14
ob02-728-11,96728,7/24/2011,10,8,1,-21.71800041,-70.19671631,4.900000095,2.900000095,8/2/2011,8,15,,0,102.749,1.17
ob02-728-11,96728,7/24/2011,5,5,1,-21.9038105,-70.18811798,4.199999809,2.900000095,8/2/2011,5,15,,0,123.419,0.61
ob02-728-11,96728,7/25/2011,6,6,1,-21.90372086,-70.18795776,2,2.799999952,8/3/2011,6,15,,0,123.411,0.23
ob02-728-11,96728,7/26/2011,10,8,1,-21.54026985,-70.16385651,3.400000095,2.599999905,8/3/2011,8,15,,0,83.608,0.48
ob02-728-11,96728,7/27/2011,9,8,1,-21.47013092,-70.13054657,12.39999962,2.599999905,8/3/2011,8,15,,0,76.644,0.44
ob02-728-11,96728,7/27/2011,8,8,1,-21.46607971,-70.13832092,6,2.599999905,8/3/2011,8,15,,0,76.023,0.56
ob02-728-11,96728,7/27/2011,7,7,1,-21.02458954,-70.28077698,5.099999905,2.5,8/3/2011,7,15,,0,25.081,0.43
ob02-728-11,96728,7/28/2011,9,8,1,-21.0380497,-70.28244781,14.39999962,2.5,8/3/2011,8,15,,0,26.562,0.23
ob02-728-11,96728,7/28/2011,8,8,1,-21.03846931,-70.26674652,6.900000095,2.5,8/6/2011,8,15,,0,26.77,0.24
ob02-728-11,96728,7/28/2011,9,8,2,-21.04174042,-70.26753998,4.599999905,2.5,8/6/2011,8,15,,0,27.121,0.1
ob02-728-11,96728,7/28/2011,10,8,1,-21.03959084,-70.26824188,6.199999809,2.5,8/6/2011,8,15,,0,26.874,0.49
ob02-728-11,96728,7/28/2011,6,6,1,-20.61885071,-70.20184326,3.599999905,2.400000095,8/6/2011,6,15,,0,22.607,0.56
ob02-728-11,96728,7/29/2011,8,8,1,-20.51309013,-70.1831131,10.10000038,2.299999952,8/7/2011,8,15,,0,34.18,0.1
ob02-728-11,96728,7/29/2011,8,8,1,-20.51305962,-70.1831131,5.800000191,2.299999952,8/7/2011,8,15,,0,34.183,0
ob02-728-11,96728,7/30/2011,7,7,1,-20.51313972,-70.18300629,4.699999809,2.200000048,8/9/2011,7,15,,0,34.179,0
ob02-728-11,96728,7/31/2011,8,8,1,-20.51305962,-70.1831131,5.900000095,2.099999905,8/9/2011,8,15,,0,34.183,0.46
ob02-728-11,96728,7/31/2011,7,7,1,-20.53428078,-70.27851868,6.300000191,2.099999905,8/9/2011,7,15,,0,29.663,1.03
ob02-728-11,96728,7/31/2011,8,8,1,-20.54925919,-70.30135345,5.599999905,2.599999905,8/9/2011,8,15,,0,27.912,0.97
ob02-728-11,96728,7/31/2011,8,8,1,-20.54124069,-70.3562088,5.5,2.099999905,8/9/2011,8,15,,0,29.393,0.93
ob02-728-11,96728,7/31/2011,7,7,1,-20.59592056,-70.4042511,12.89999962,2,8/9/2011,7,15,,0,25.178,1.17
ob02-728-11,96728,7/31/2011,5,5,1,-20.67425919,-70.43611908,2.900000095,2.099999905,8/9/2011,5,15,,0,19.918,1.32
ob02-728-11,96728,7/31/2011,8,8,1,-20.7327404,-70.44574738,5.699999809,2,8/9/2011,8,15,,0,16.917,1.19
ob02-728-11,96728,8/1/2011,8,8,1,-20.86440086,-70.40310669,4.699999809,2,8/9/2011,8,15,,0,12.902,1.17
ob02-728-11,96728,8/1/2011,6,6,1,-20.88686943,-70.38300323,6.199999809,2,8/9/2011,6,15,,0,12.964,0.99
ob02-728-11,96728,8/1/2011,10,8,1,-21.25882912,-70.2857666,6.599999905,2.400000095,8/11/2011,8,15,,0,51.097,0.55
ob02-728-11,96728,8/1/2011,12,8,1,-21.27429962,-70.27377319,4.599999905,1.899999976,8/11/2011,8,15,,0,52.868,0.41
ob02-728-11,96728,8/2/2011,9,8,1,-21.29167938,-70.24318695,6.5,1.899999976,8/11/2011,8,15,,0,55.05,0.52
ob02-728-11,96728,8/2/2011,8,8,1,-21.28701019,-70.21317291,2.400000095,2.400000095,8/11/2011,8,15,,0,54.958,0.55
ob02-728-11,96728,8/2/2011,9,8,1,-21.29125977,-70.20375061,6.199999809,1.899999976,8/11/2011,8,15,,0,55.593,0.33
ob02-728-11,96728,8/2/2011,9,8,1,-21.29039001,-70.1884079,2.599999905,1.899999976,8/11/2011,8,15,,0,55.806,0.58
ob02-728-11,96728,8/2/2011,7,7,1,-21.29896927,-70.25559235,4.5,1.899999976,8/14/2011,7,15,,0,55.735,0.72
ob02-728-11,96728,8/2/2011,9,8,1,-21.32654953,-70.24394226,10.80000019,1.899999976,8/14/2011,8,15,,0,58.903,0.36
ob02-728-11,96728,8/2/2011,9,8,1,-21.30180931,-70.29918671,4,1.799999952,8/14/2011,8,15,,0,55.86,0.49
ob02-728-11,96728,8/2/2011,6,6,1,-21.28795052,-70.30914307,3.200000048,1.799999952,8/14/2011,6,15,,0,54.326,0.61
ob02-728-11,96728,8/2/2011,8,8,1,-21.26898003,-70.30351257,7.699999809,1.799999952,8/14/2011,8,15,,0,52.207,0.4
ob02-728-11,96728,8/2/2011,11,8,1,-21.24562073,-70.30502319,6.900000095,1.799999952,8/14/2011,8,15,,0,49.608,0.5
ob02-728-11,96728,8/3/2011,9,8,1,-21.17893028,-70.22796631,5.400000095,1.799999952,8/14/2011,8,15,,0,42.841,0.56
ob02-728-11,96728,8/3/2011,7,7,1,-21.17144966,-70.21972656,6.400000095,1.799999952,8/14/2011,7,15,,0,42.182,0.56
ob02-728-11,96728,8/3/2011,7,7,1,-21.15958977,-70.21109772,4.199999809,2.299999952,8/14/2011,7,15,,0,41.081,0.83
ob02-728-11,96728,8/3/2011,8,8,2,-21.03112984,-70.17756653,8.399999619,1.799999952,8/15/2011,8,15,,0,28.706,0.52
ob02-728-11,96728,8/3/2011,7,7,2,-21.02260017,-70.17696381,9.899999619,1.700000048,8/15/2011,7,15,,0,27.887,0.25
ob02-728-11,96728,8/4/2011,11,8,1,-21.22122955,-70.28845978,4.900000095,1.700000048,8/15/2011,8,15,,0,46.905,0.39
ob02-728-11,96728,8/4/2011,8,8,1,-21.23986053,-70.29505157,10.5,1.700000048,8/15/2011,8,15,,0,48.967,0.55
ob02-728-11,96728,8/4/2011,6,6,1,-21.34848022,-70.20162964,6.5,1.600000024,8/15/2011,6,15,,0,61.905,0.6
ob02-728-11,96728,8/4/2011,10,8,1,-21.35370064,-70.24069977,8,1.600000024,8/15/2011,8,15,,0,61.943,0.28
ob02-728-11,96728,8/4/2011,9,8,1,-21.35292053,-70.24360657,3.900000095,1.600000024,8/15/2011,8,15,,0,61.828,0.16
ob02-728-11,96728,8/4/2011,9,8,2,-21.35567093,-70.24687195,9.300000191,1.600000024,8/15/2011,8,15,,0,62.101,0.14
ob02-728-11,96728,8/4/2011,9,8,2,-21.35676956,-70.24485016,6.699999809,1.600000024,8/15/2011,8,15,,0,62.242,0.25
ob02-728-11,96728,8/4/2011,8,8,2,-21.36444092,-70.24098206,7.099999905,1.600000024,8/15/2011,8,15,,0,63.13,0.39
ob02-728-11,96728,8/4/2011,9,8,1,-21.40086937,-70.23641968,6.099999905,1.600000024,8/15/2011,8,15,,0,67.212,0.65
ob02-728-11,96728,8/4/2011,10,8,1,-21.40291023,-70.21498871,6.900000095,1.600000024,8/15/2011,8,15,,0,67.693,0.66
ob02-728-11,96728,8/4/2011,9,8,1,-21.40530968,-70.19538879,7.199999809,1.600000024,8/15/2011,8,15,,0,68.252,0.48
ob02-728-11,96728,8/5/2011,9,8,1,-21.43647003,-70.21234894,6.699999809,1.600000024,8/15/2011,8,15,,0,71.432,0.75
ob02-728-11,96728,8/5/2011,9,8,1,-21.49868011,-70.20617676,4.800000191,1.5,8/15/2011,8,15,,0,78.383,0.98
ob02-728-11,96728,8/5/2011,9,8,1,-21.56443024,-70.21562195,4.699999809,1.5,8/15/2011,8,15,,0,85.544,1.1
ob02-728-11,96728,8/5/2011,7,7,1,-21.59020996,-70.2194519,9,1.5,8/15/2011,7,15,,0,88.36,1.22
ob02-728-11,96728,8/5/2011,10,8,1,-21.61738968,-70.22445679,7.400000095,1.5,8/15/2011,8,15,,0,91.327,1.14
ob02-728-11,96728,8/5/2011,9,8,1,-21.8626194,-70.19818115,7.699999809,1.5,8/15/2011,8,15,,0,118.758,1.01
ob02-728-11,96728,8/5/2011,10,8,1,-21.88393021,-70.19615173,6.199999809,2,8/15/2011,8,15,,0,121.139,0.54
ob02-728-11,96728,8/5/2011,6,6,1,-20.79999924,-70.30000305,100000000,0,8/15/2011,5,15,,20,,
ob02-728-11,96728,8/8/2011,9,8,1,-21.66445923,-70.19464874,6,1.100000024,8/16/2011,8,15,,0,96.848,0.19
ob02-728-11,96728,8/9/2011,9,8,1,-21.47789955,-70.15802002,8.199999809,1,8/16/2011,8,15,,0,76.888,0.42
ob02-728-11,96728,8/9/2011,6,6,1,-21.46544075,-70.15817261,0.600000024,1,8/16/2011,6,15,,0,75.525,0.36
ob02-728-11,96728,8/9/2011,8,8,1,-21.4750309,-70.13394928,1,1,8/16/2011,8,15,,0,77.095,0.13
ob02-728-11,96728,8/9/2011,8,8,1,-21.46583939,-70.13078308,4.099999905,1,8/18/2011,8,15,,0,76.173,0.23
ob02-728-11,96728,8/9/2011,7,7,1,-21.46278,-70.13838959,2.599999905,1,8/18/2011,7,15,,0,75.663,0.42
ob02-728-11,96728,8/9/2011,11,8,1,-21.47171974,-70.13207245,8,1,8/18/2011,8,15,,0,76.78,0.56
ob02-728-11,96728,8/9/2011,6,6,1,-21.44424057,-70.12963104,3.099999905,1,8/18/2011,6,15,,0,73.865,0.46
ob02-728-11,96728,8/10/2011,10,8,1,-21.2089901,-70.13458252,5.199999809,0.899999976,8/21/2011,8,15,,0,48.665,0.69
ob02-728-11,96728,8/10/2011,8,8,1,-21.16245079,-70.13694763,3.200000048,0.899999976,8/21/2011,8,15,,0,43.762,0.99
ob02-728-11,96728,8/11/2011,8,8,1,-21.00902939,-70.27055359,10.5,0.899999976,8/21/2011,8,15,,0,23.469,0.69
ob02-728-11,96728,8/11/2011,8,8,2,-20.96632004,-70.30922699,5.599999905,0.800000012,8/21/2011,8,15,,0,18.539,0.81
ob02-728-11,96728,8/11/2011,11,8,2,-20.9429493,-70.31658936,3.400000095,0.800000012,8/21/2011,8,15,,0,16.006,1.01
ob02-728-11,96728,8/11/2011,9,8,1,-20.93063927,-70.33226013,1,0.800000012,8/21/2011,8,15,,0,14.925,1
ob02-728-11,96728,8/11/2011,9,8,1,-20.85680008,-70.3272171,3.299999952,0.800000012,8/21/2011,8,15,,0,6.928,1.12
ob02-728-11,96728,8/11/2011,10,8,1,-20.83223915,-70.32678223,7.900000095,0.800000012,8/21/2011,8,15,,0,4.544,1.16
ob02-728-11,96728,8/11/2011,7,7,1,-20.75436974,-70.31491089,7.199999809,0.800000012,8/21/2011,7,15,,0,5.311,1.11
ob02-728-11,96728,8/11/2011,9,8,1,-20.68721008,-70.30291748,3.700000048,0.699999988,8/21/2011,8,15,,0,12.559,1.04
ob02-728-11,96728,8/11/2011,10,8,1,-20.63689041,-70.25180054,7.599999905,0.699999988,8/21/2011,8,15,,0,18.838,1.22
ob02-728-11,96728,8/11/2011,8,8,1,-20.61148071,-70.23127747,16.79999924,0.699999988,8/21/2011,8,15,,0,22.172,1.48
ob02-728-11,96728,8/11/2011,10,8,1,-20.55023956,-70.19737244,5.199999809,0.699999988,8/24/2011,8,15,,0,29.786,1.38
ob02-728-11,96728,8/11/2011,9,8,1,-20.52482986,-70.19638824,5.199999809,0.699999988,8/24/2011,8,15,,0,32.477,0.62
ob02-728-11,96728,8/12/2011,9,8,1,-20.50536919,-70.17201233,621.2999878,3.299999952,8/24/2011,8,15,,20,,
ob02-728-11,96728,8/12/2011,10,8,1,-20.51280022,-70.18295288,5.300000191,0.699999988,8/24/2011,8,15,,0,34.216,0.03
ob02-728-11,96728,8/13/2011,5,5,1,-20.51305008,-70.18314362,6,0.600000024,8/24/2011,5,15,,0,34.183,0.36
ob02-728-11,96728,8/14/2011,7,7,1,-20.99275017,-70.40843964,13,0.5,8/24/2011,7,15,,0,24.239,1.04
ob02-728-11,96728,8/14/2011,9,8,1,-21.08243942,-70.39685822,2.599999905,0.5,8/24/2011,8,15,,0,33.014,1.29
ob02-728-11,96728,8/14/2011,9,8,1,-21.16398048,-70.40026093,5.699999809,0.400000006,8/24/2011,8,15,,0,41.836,1.11
ob02-728-11,96728,8/14/2011,8,8,1,-21.17618942,-70.38111877,5.300000191,0.400000006,8/24/2011,8,15,,0,42.717,0.9
ob02-728-11,96728,8/14/2011,11,8,1,-20.77095985,-69.87783813,19488.5,4.199999809,8/24/2011,8,15,,20,,
ob02-728-11,96728,8/14/2011,8,8,1,-19.07769966,-74.42198181,42700.60156,-1.100000024,8/24/2011,8,15,,20,,
ob02-728-11,96728,8/14/2011,10,8,1,-20.79519081,-70.13485718,44767.60156,4.099999905,8/24/2011,8,15,,20,,
ob02-728-11,96728,8/14/2011,10,8,1,-21.37878036,-70.23932648,6.300000191,0.400000006,8/24/2011,8,15,,0,64.736,0.52
ob02-728-11,96728,8/14/2011,7,7,1,-21.37820053,-70.23343658,4,0.400000006,8/24/2011,7,15,,0,64.734,0.38
ob02-728-11,96728,8/15/2011,8,8,2,-21.24239922,-69.98856354,42908.89844,9.199999809,8/26/2011,8,15,,20,,
ob02-728-11,96728,8/15/2011,9,8,1,-21.23908997,-69.87426758,31244.19922,6.599999905,8/26/2011,8,15,,20,,
ob02-728-11,96728,8/16/2011,7,7,1,-21.90317917,-70.18721008,3.099999905,0.400000006,8/26/2011,7,15,,0,123.358,0.27
ob02-728-11,96728,8/17/2011,9,8,1,-20.79999924,-70.30000305,100000000,0,8/26/2011,7,15,,20,,
ob02-728-11,96728,8/18/2011,8,8,1,-21.85251045,-70.20684052,7.699999809,0,8/26/2011,8,15,,0,117.56,0.17
ob02-728-11,96728,8/18/2011,10,8,1,-21.70822906,-69.91242218,28321.09961,-4.5,8/26/2011,8,15,,20,,
ob02-728-11,96728,8/18/2011,10,8,1,-23.99925995,-69.29534149,36685.10156,25.10000038,8/26/2011,8,15,,20,,
ob02-728-11,96728,8/18/2011,9,8,1,-21.71064949,-69.96871948,12723.7002,16,8/26/2011,8,15,,20,,
ob02-728-11,96728,8/18/2011,9,8,1,-21.71079063,-70.258461,5946.899902,-10.89999962,8/26/2011,8,15,,20,,
ob02-728-11,96728,8/18/2011,10,8,1,-21.84029961,-70.27629089,22131.09961,-6.699999809,8/28/2011,8,15,,20,,
ob02-728-11,96728,8/19/2011,7,7,1,-21.6949501,-70.16829681,7.900000095,-0.100000001,8/30/2011,7,15,,0,100.556,0.32
ob02-728-11,96728,8/19/2011,8,8,1,-21.66677094,-70.17056274,10,-0.100000001,8/30/2011,8,15,,0,97.417,0.34
ob02-728-11,96728,8/19/2011,9,8,1,-21.64253044,-70.18498993,3.599999905,-0.200000003,8/30/2011,8,15,,0,94.544,0.4
ob02-728-11,96728,8/19/2011,8,8,1,-21.62746048,-70.20046234,10.5,0.400000006,8/30/2011,8,15,,0,92.688,0.67
ob02-728-11,96728,8/19/2011,6,6,1,-21.64220047,-70.21327209,2.900000095,-0.200000003,8/30/2011,6,15,,0,94.182,0.6
ob02-728-11,96728,8/19/2011,8,8,1,-21.63945007,-70.18949127,8.800000191,-0.200000003,8/30/2011,8,15,,0,94.146,0.33
ob02-728-11,96728,8/19/2011,8,8,1,-21.65225983,-70.18115997,7.099999905,-0.200000003,8/30/2011,8,15,,0,95.669,0.43
ob02-728-11,96728,8/19/2011,6,6,1,-21.73196983,-70.18495941,2.599999905,-0.200000003,8/30/2011,6,15,,0,104.428,0.57
ob02-728-11,96728,8/20/2011,7,7,1,-21.90835953,-70.20585632,8.5,-0.300000012,8/30/2011,7,15,,0,123.765,0.44
ob02-728-11,96728,8/20/2011,6,6,1,-21.86536026,-70.24465942,5.099999905,0.200000003,8/30/2011,6,15,,0,118.732,0.19
ob02-728-11,96728,8/22/2011,11,8,1,-21.66291046,-70.2167511,3.599999905,-0.5,8/30/2011,8,15,,0,96.444,0.51
ob02-728-11,96728,8/22/2011,6,6,1,-21.64205933,-70.21803284,8.100000381,-0.600000024,8/30/2011,6,15,,0,94.121,0.74
ob02-728-11,96728,8/22/2011,10,8,1,-21.61667061,-70.22413635,6.5,-0.600000024,9/2/2011,8,15,,0,91.25,0.78
ob02-728-11,96728,8/22/2011,9,8,1,-21.49887085,-70.16735077,5.199999809,-0.600000024,9/2/2011,8,15,,0,79.006,0.97
ob02-728-11,96728,8/22/2011,6,6,1,-21.48048019,-70.15673828,3.900000095,-0.600000024,9/2/2011,6,15,,0,77.196,0.68
ob02-728-11,96728,8/22/2011,6,6,1,-21.47797012,-70.12969208,8.399999619,-0.600000024,9/2/2011,6,15,,0,77.514,0.26
ob02-728-11,96728,8/24/2011,9,8,1,-21.59774017,-70.12236023,10,-0.699999988,9/2/2011,8,15,,0,90.696,0.23
ob02-728-11,96728,8/24/2011,7,7,2,-21.60364914,-70.1261673,4.400000095,-0.699999988,9/2/2011,7,15,,0,91.261,0.29
ob02-728-11,96728,8/24/2011,10,8,1,-21.60891914,-70.12949371,6.300000191,-0.699999988,9/2/2011,8,15,,0,91.769,0.16
ob02-728-11,96728,8/24/2011,9,8,1,-21.61067009,-70.128479,9.300000191,-0.800000012,9/2/2011,8,15,,0,91.98,0.13
ob02-728-11,96728,8/24/2011,8,8,2,-21.58315086,-70.18328857,7.5,-0.800000012,9/2/2011,8,15,,0,88.016,0.16
ob02-728-11,96728,8/24/2011,9,8,1,-21.58258057,-70.18103027,5.599999905,-0.800000012,9/2/2011,8,15,,0,87.985,0.19
ob02-728-11,96728,8/24/2011,8,8,1,-21.58011055,-70.17513275,10.60000038,-0.800000012,9/2/2011,8,15,,0,87.802,0.42
ob02-728-11,96728,8/24/2011,11,8,1,-21.66494942,-70.19467926,1.899999976,-0.800000012,9/2/2011,8,15,,0,96.902,0.82
ob02-728-11,96728,8/24/2011,9,8,1,-21.73502922,-70.17971802,7.5,-0.800000012,9/2/2011,8,15,,0,104.83,1.02
ob02-728-11,96728,8/24/2011,7,7,1,-21.82282066,-70.16848755,9.800000191,-0.800000012,9/2/2011,7,15,,0,114.671,0.9
ob02-728-11,96728,8/25/2011,8,8,1,-21.83526039,-70.15374756,10.5,-0.800000012,9/2/2011,8,15,,0,116.236,0.6
ob02-728-11,96728,8/25/2011,6,6,1,-21.85136032,-70.15310669,10.30000019,-0.699999988,9/2/2011,6,15,,0,118.022,0.22
ob02-728-11,96728,8/25/2011,9,8,2,-21.84411049,-70.15213013,4.400000095,-0.800000012,9/2/2011,8,15,,0,117.235,0.22
ob02-728-11,96728,8/25/2011,8,8,2,-21.85193062,-70.15345001,6.800000191,-0.400000006,9/2/2011,8,15,,0,118.08,0.24
ob02-728-11,96728,8/26/2011,12,8,1,-21.85429955,-70.2852478,9.100000381,-1,9/2/2011,8,15,,0,117.372,0.2
ob02-728-11,96728,8/26/2011,10,8,1,-21.80792999,-70.33065033,3.900000095,-1.100000024,9/6/2011,8,15,,0,112.245,0.17
ob02-728-11,96728,8/27/2011,6,6,1,-21.81756973,-70.34583282,9.699999809,-1.100000024,9/6/2011,6,15,,0,113.373,0.28
ob02-728-11,96728,8/27/2011,9,8,1,-21.72493935,-70.21530914,4.199999809,-1.200000048,9/6/2011,8,15,,0,103.336,0.75
ob02-728-11,96728,8/27/2011,9,8,1,-21.74637032,-70.21926117,6.300000191,-0.699999988,9/6/2011,8,15,,0,105.68,0.52
ob02-728-11,96728,8/28/2011,8,8,1,-21.7347908,-70.20884705,6.199999809,-1.200000048,9/6/2011,8,15,,0,104.487,0.15
ob02-728-11,96728,8/28/2011,10,8,1,-21.72164917,-70.21868896,8,-1.200000048,9/6/2011,8,15,,0,102.942,0.47
ob02-728-11,96728,8/28/2011,9,8,1,-21.86931038,-70.19696045,6.900000095,-1.299999952,9/6/2011,8,15,,0,119.511,0.42
ob02-728-11,96728,8/28/2011,7,7,1,-21.87882042,-70.19036102,4.5,-1.299999952,9/6/2011,7,15,,0,120.628,0.13
ob02-728-11,96728,8/29/2011,5,5,2,-21.90354919,-70.18756104,3.299999952,-1.299999952,9/10/2011,5,15,,0,123.396,0.05
ob02-728-11,96728,8/29/2011,6,6,1,-21.90357018,-70.18798065,3,-1.299999952,9/10/2011,6,15,,0,123.394,0
ob02-728-11,96728,8/29/2011,5,5,1,-21.9034996,-70.18820953,6.300000191,-1.399999976,9/10/2011,5,15,,0,123.384,0.03
ob02-728-11,96728,8/30/2011,8,8,1,-21.87561989,-70.20480347,10.10000038,-1.5,9/10/2011,8,15,,0,120.141,0.4
ob02-728-11,96728,8/30/2011,6,6,1,-21.83779907,-70.22659302,1.200000048,-1.5,9/10/2011,6,15,,0,115.775,0.66
ob02-728-11,96728,8/30/2011,5,5,1,-21.78780937,-70.24256897,16.89999962,-1.399999976,9/10/2011,5,15,,0,110.121,0.59
ob02-728-11,96728,8/31/2011,6,6,1,-21.54764938,-70.21333313,7.800000191,-1,9/10/2011,6,15,,0,83.711,0.3
ob02-728-11,96728,8/31/2011,9,8,1,-21.54439926,-70.19941711,7.599999905,-1.700000048,9/13/2011,8,15,,0,83.52,0.16
ob02-728-11,96728,9/1/2011,5,5,1,-21.57850075,-70.1687088,2.400000095,-1.700000048,9/13/2011,5,15,,0,87.725,0.24
ob02-728-11,96728,9/1/2011,7,7,2,-21.57682037,-70.16522217,7.400000095,-1.700000048,9/13/2011,7,15,,0,87.598,0.32
ob02-728-11,96728,9/1/2011,8,8,2,-21.58576965,-70.15997314,4.099999905,-1.700000048,9/13/2011,8,15,,0,88.669,0.42
ob02-728-11,96728,9/1/2011,7,7,2,-21.59120941,-70.15377045,7.699999809,-1.200000048,9/13/2011,7,15,,0,89.373,0.4
ob02-728-11,96728,9/1/2011,8,8,2,-21.6008606,-70.15419006,5.199999809,-1.700000048,9/13/2011,8,15,,0,90.425,0.43
ob02-728-11,96728,9/1/2011,9,8,1,-21.61050987,-70.15376282,7.900000095,-1.700000048,9/13/2011,8,15,,0,91.491,0.36
ob02-728-11,96728,9/1/2011,9,8,1,-21.6144104,-70.15930176,5.800000191,-1.700000048,9/13/2011,8,15,,0,91.826,0.27
ob02-728-11,96728,9/1/2011,6,6,2,-21.61944008,-70.16053009,3,-1.600000024,9/13/2011,6,15,,0,92.359,0.16
ob02-728-11,96728,9/1/2011,7,7,1,-21.62029076,-70.16822052,7.400000095,-1.700000048,9/13/2011,7,15,,0,92.331,0.14
ob02-728-11,96728,9/1/2011,9,8,1,-21.61322975,-70.17688751,12.89999962,-1.700000048,9/13/2011,8,15,,0,91.424,0.27
ob02-728-11,96728,9/1/2011,8,8,1,-21.6154995,-70.19391632,2.400000095,-1.700000048,9/13/2011,8,15,,0,91.444,0.46
ob02-728-11,96728,9/1/2011,9,8,2,-21.62760925,-70.19338989,4.800000191,-1.700000048,9/13/2011,8,15,,0,92.789,0.45
