ref,PTT,D_DATE,NSATS_DETECTED,NSATS_TRANSMITTED,CNT,LAT,LON,RESIDUAL,TIMESHIFT,SUBMITTED,NSATS_HEALTHY,NBITS,DELETED,V_MASK,KM_FROM_HOME,EST_SPEED
ob02-723-11,96723,9/13/2011,7,7,2,-20.80975914,-70.2108078,5.800000191,-2.299999952,9/23/2011,7,15,,0,9.345,0.22
ob02-723-11,96723,9/13/2011,7,7,1,-20.81090927,-70.21056366,5.199999809,-2.299999952,9/23/2011,7,15,,0,9.386,0.03
ob02-723-11,96723,9/13/2011,8,8,1,-20.81073952,-70.21051788,7.699999809,-2.400000095,9/23/2011,8,15,,0,9.388,0.03
ob02-723-11,96723,9/13/2011,8,8,1,-20.80932999,-70.21038055,3.599999905,-2.299999952,9/23/2011,8,15,,0,9.383,0.04
ob02-723-11,96723,9/13/2011,6,6,1,-20.81068039,-70.21038055,7.900000095,-2.400000095,9/23/2011,6,15,,0,9.401,0.09
ob02-723-11,96723,9/14/2011,7,7,1,-20.79582977,-70.22193909,3.700000048,-2.400000095,9/26/2011,7,15,,0,8.137,0.22
ob02-723-11,96723,9/14/2011,8,8,1,-20.79993057,-70.21795654,4.800000191,-2.400000095,9/26/2011,8,15,,0,8.538,0.17
ob02-723-11,96723,9/14/2011,7,7,1,-20.80364037,-70.21604156,7.400000095,-2.400000095,9/26/2011,7,15,,0,8.747,0.12
ob02-723-11,96723,9/14/2011,5,5,1,-20.80446053,-70.2127533,3,-2.400000095,9/26/2011,5,15,,0,9.093,0.12
ob02-723-11,96723,9/14/2011,8,8,1,-20.81014061,-70.2099762,9.5,-2.5,9/26/2011,8,15,,0,9.436,0.05
ob02-723-11,96723,9/16/2011,7,7,1,-20.80945015,-70.21730042,10.19999981,-2.200000048,9/27/2011,7,15,,0,8.67,0.03
ob02-723-11,96723,9/16/2011,6,6,1,-20.81018066,-70.20993042,5.599999905,-2.700000048,9/27/2011,6,15,,0,9.441,0.03
ob02-723-11,96723,9/16/2011,7,7,1,-20.81020927,-70.21009827,7.5,-2.700000048,9/27/2011,7,15,,0,9.424,0.06
ob02-723-11,96723,9/17/2011,8,8,1,-20.79051971,-70.28440094,2.799999952,-2.299999952,9/27/2011,8,15,,0,1.936,0.33
ob02-723-11,96723,9/17/2011,5,5,1,-20.76980019,-70.36254883,1.899999976,-2.700000048,9/27/2011,5,15,,0,7.326,0.33
ob02-723-11,96723,9/18/2011,7,7,1,-20.7097702,-70.35838318,4.400000095,-2.400000095,9/27/2011,7,15,,0,11.74,0.11
ob02-723-11,96723,9/18/2011,5,5,1,-20.71122932,-70.3538208,11.60000038,-2.799999952,9/27/2011,5,15,,0,11.359,0.2
ob02-723-11,96723,9/18/2011,5,5,1,-20.72216034,-70.344841,5.5,-2.900000095,9/27/2011,5,15,,0,9.842,0.28
ob02-723-11,96723,9/18/2011,8,8,1,-20.78095055,-70.40460968,3.900000095,-3,9/27/2011,8,15,,0,11.091,0.27
ob02-723-11,96723,9/19/2011,9,8,1,-20.80989075,-70.2100296,5.5,-3.099999905,9/27/2011,8,15,,0,9.427,0.13
ob02-723-11,96723,9/20/2011,5,5,1,-20.81123924,-70.21066284,3.299999952,-2.599999905,9/30/2011,5,15,,0,9.38,0.11
ob02-723-11,96723,9/20/2011,7,7,1,-20.82235909,-70.22862244,3.5,-3.099999905,9/30/2011,7,15,,0,7.834,0.14
ob02-723-11,96723,9/20/2011,8,8,1,-20.81027031,-70.20996857,10.19999981,-3.200000048,9/30/2011,8,15,,0,9.438,0.09
ob02-723-11,96723,9/21/2011,6,6,1,-20.83919907,-70.24501038,2.5,-3.299999952,9/30/2011,6,15,,0,7.196,0.08
ob02-723-11,96723,9/21/2011,5,5,1,-20.81533051,-70.2166214,3.299999952,-3.299999952,9/30/2011,5,15,,0,8.843,0.25
ob02-723-11,96723,9/22/2011,6,6,3,-20.82226944,-70.24932098,6.199999809,-3.400000095,10/2/2011,6,15,,0,5.827,0.41
ob02-723-11,96723,9/22/2011,7,7,1,-20.81340981,-70.26312256,7.900000095,-2.900000095,10/2/2011,7,15,,0,4.117,0.39
ob02-723-11,96723,9/22/2011,5,5,1,-20.79787064,-70.27301788,1,-3.299999952,10/2/2011,5,15,,0,2.818,0.48
ob02-723-11,96723,9/22/2011,7,7,1,-20.78593063,-70.27159882,5.099999905,-3.400000095,10/2/2011,7,15,,0,3.345,0.65
ob02-723-11,96723,9/22/2011,6,6,1,-20.72407913,-70.38059998,2.599999905,-3.400000095,10/2/2011,6,15,,0,11.908,1.04
ob02-723-11,96723,9/22/2011,7,7,1,-20.71513939,-70.45066833,9.399999619,-3.400000095,10/2/2011,7,15,,0,18.308,1.18
ob02-723-11,96723,9/22/2011,6,6,1,-20.70988083,-70.47505951,5.099999905,-3.400000095,10/2/2011,6,15,,0,20.801,1.01
ob02-723-11,96723,9/22/2011,8,8,1,-20.7091198,-70.60466766,7.099999905,-3.5,10/2/2011,8,15,,0,33.288,0.72
ob02-723-11,96723,9/22/2011,11,8,2,-20.73049927,-70.59851074,9.699999809,-3.400000095,10/2/2011,8,15,,0,32.019,0.41
ob02-723-11,96723,9/23/2011,5,5,1,-20.6868,-70.4598465,6.300000191,-3.5,10/2/2011,5,15,,0,20.873,0.25
ob02-723-11,96723,9/23/2011,8,8,1,-20.67694092,-70.47173309,4.400000095,-3.5,10/2/2011,8,15,,0,22.523,0.14
ob02-723-11,96723,9/23/2011,6,6,2,-20.67783928,-70.48516083,7,-3,10/2/2011,6,15,,0,23.59,0.22
ob02-723-11,96723,9/23/2011,9,8,1,-20.66113091,-70.51193237,7.900000095,-3.5,10/2/2011,8,15,,0,26.94,0.29
ob02-723-11,96723,9/23/2011,7,7,1,-20.66708946,-70.50875854,11.39999962,-3.099999905,10/2/2011,7,15,,0,26.291,0.32
ob02-723-11,96723,9/23/2011,7,7,1,-20.66338921,-70.40133667,9.5,-3.099999905,10/5/2011,7,15,,0,18.508,0.41
ob02-723-11,96723,9/24/2011,7,7,1,-20.6685009,-70.34519958,7.5,-3.599999905,10/5/2011,7,15,,0,15.376,0.35
ob02-723-11,96723,9/24/2011,7,7,1,-20.67155075,-70.34078979,6.199999809,-3.599999905,10/5/2011,7,15,,0,14.916,0.38
ob02-723-11,96723,9/24/2011,10,8,1,-20.7963295,-70.23937225,8.699999809,-3.599999905,10/5/2011,8,15,,0,6.323,0.61
ob02-723-11,96723,9/24/2011,9,8,1,-20.81071091,-70.21057129,1.200000048,-3.700000048,10/5/2011,8,15,,0,9.382,0.35
ob02-723-11,96723,9/24/2011,5,5,2,-22.12759018,-68.0164032,22993.09961,-58.09999847,10/5/2011,5,15,,20,,
ob02-723-11,96723,9/24/2011,6,6,1,-20.81081963,-70.21035767,3.799999952,-3.700000048,10/5/2011,6,15,,0,9.406,0.01
ob02-723-11,96723,9/24/2011,8,8,1,-20.81055069,-70.21064758,10.80000019,-3.700000048,10/5/2011,8,15,,0,9.372,0.05
ob02-723-11,96723,9/25/2011,7,7,1,-20.80009079,-70.22757721,4.699999809,-3.700000048,10/5/2011,7,15,,0,7.537,0.14
ob02-723-11,96723,9/25/2011,7,7,1,-20.79803085,-70.22312927,5.699999809,-3.700000048,10/5/2011,7,15,,0,8.003,0.18
ob02-723-11,96723,9/25/2011,7,7,2,-20.81028938,-70.20987701,5.900000095,-3.700000048,10/5/2011,7,15,,0,9.448,0.08
ob02-723-11,96723,9/25/2011,6,6,1,-20.81019974,-70.20980835,5,-3.799999952,10/5/2011,6,15,,0,9.454,0.15
ob02-723-11,96723,9/26/2011,6,6,1,-20.76902008,-70.36151123,7.099999905,-3.400000095,10/7/2011,6,15,,0,7.271,0.43
ob02-723-11,96723,9/26/2011,10,8,1,-20.76885986,-70.37473297,1.799999952,-3.900000095,10/7/2011,8,15,,0,8.515,0.34
ob02-723-11,96723,9/26/2011,7,7,1,-20.75795937,-70.36181641,8.699999809,-3.900000095,10/7/2011,7,15,,0,7.955,0.26
ob02-723-11,96723,9/27/2011,9,8,1,-20.77330017,-70.26112366,4.699999809,-4,10/7/2011,8,15,,0,5.02,0.4
ob02-723-11,96723,9/27/2011,6,6,1,-20.81249046,-70.23877716,1.299999952,-3.900000095,10/7/2011,6,15,,0,6.521,0.35
ob02-723-11,96723,9/27/2011,6,6,1,-20.8107605,-70.21060181,5,-4,10/7/2011,6,15,,0,9.38,0.16
ob02-723-11,96723,9/27/2011,8,8,1,-20.81443977,-70.22403717,13.30000019,-4.099999905,10/7/2011,8,15,,0,8.067,0.47
ob02-723-11,96723,9/28/2011,9,8,2,-20.83411026,-70.22930908,6.699999809,-4.099999905,10/7/2011,8,15,,0,8.278,0.89
ob02-723-11,96723,9/28/2011,8,8,2,-20.86581039,-70.25454712,8.800000191,-4.099999905,10/8/2011,8,15,,0,8.72,0.61
ob02-723-11,96723,9/28/2011,9,8,3,-20.86787987,-70.26225281,7.300000191,-4.099999905,10/8/2011,8,15,,0,8.516,0.33
ob02-723-11,96723,9/28/2011,7,7,2,-20.86599922,-70.26963043,2.5,-4,10/8/2011,7,15,,0,7.998,0.39
ob02-723-11,96723,9/28/2011,9,8,1,-20.89035034,-70.34049225,4.199999809,-4.099999905,10/8/2011,8,15,,0,10.904,0.45
ob02-723-11,96723,9/28/2011,11,8,1,-20.85540962,-70.40254974,3.5,-4.099999905,10/8/2011,8,15,,0,12.324,0.75
ob02-723-11,96723,9/28/2011,11,8,1,-20.83485031,-70.4136734,7.199999809,-4.099999905,10/8/2011,8,15,,0,12.447,0.73
ob02-723-11,96723,9/28/2011,8,8,2,-20.82584,-70.41326141,3.299999952,-4.099999905,10/11/2011,8,15,,0,12.131,0.29
ob02-723-11,96723,9/28/2011,8,8,1,-20.81776047,-70.41336823,5,-4.199999809,10/11/2011,8,15,,0,11.961,0.24
ob02-723-11,96723,9/28/2011,10,8,1,-20.81981087,-70.40239716,8.899999619,-4.099999905,10/11/2011,8,15,,0,10.881,0.22
ob02-723-11,96723,9/29/2011,8,8,1,-20.9214592,-70.35951233,8.300000191,-4.300000191,10/11/2011,8,15,,0,14.87,0.47
ob02-723-11,96723,9/29/2011,6,6,2,-20.8903904,-70.34191132,6.900000095,-3.700000048,10/11/2011,6,15,,0,10.966,0.44
ob02-723-11,96723,9/29/2011,7,7,3,-20.89269066,-70.3411026,11.30000019,-4.199999809,10/11/2011,7,15,,0,11.169,0.19
ob02-723-11,96723,9/29/2011,8,8,2,-20.87574005,-70.30522156,12,-4.300000191,10/11/2011,8,15,,0,8.449,0.18
ob02-723-11,96723,9/30/2011,5,5,1,-20.88451004,-70.30912781,16,-4.300000191,10/11/2011,5,15,,0,9.455,0.07
ob02-723-11,96723,9/30/2011,8,8,1,-20.8839798,-70.31047058,9.399999619,-4.300000191,10/11/2011,8,15,,0,9.412,0.2
ob02-723-11,96723,9/30/2011,8,8,2,-20.88179016,-70.31784058,10.39999962,-4.199999809,10/11/2011,8,15,,0,9.292,0.39
ob02-723-11,96723,9/30/2011,8,8,2,-20.87677956,-70.32692719,5.800000191,-4.300000191,10/11/2011,8,15,,0,8.994,0.37
ob02-723-11,96723,9/30/2011,9,8,1,-20.81085014,-70.21067047,5.400000095,-4.400000095,10/11/2011,8,15,,0,9.374,0.19
ob02-723-11,96723,10/1/2011,8,8,1,-20.80318069,-70.22743988,18.20000076,-4.400000095,10/11/2011,8,15,,0,7.559,0.2
ob02-723-11,96723,10/1/2011,5,5,1,-20.81148911,-70.25830078,0.5,-4.400000095,10/11/2011,5,15,,0,4.524,0.24
ob02-723-11,96723,10/1/2011,6,6,1,-20.81793976,-70.26023865,0.5,-4.5,10/11/2011,6,15,,0,4.595,0.18
ob02-723-11,96723,10/1/2011,7,7,1,-20.82188034,-70.25720215,5.300000191,-4.5,10/11/2011,7,15,,0,5.076,0.37
ob02-723-11,96723,10/1/2011,9,8,1,-20.81022072,-70.21006775,3.700000048,-4.5,10/11/2011,8,15,,0,9.427,0.29
ob02-723-11,96723,10/2/2011,8,8,1,-20.81517982,-70.26370239,5.800000191,-4.599999905,10/11/2011,8,15,,0,4.138,0.26
ob02-723-11,96723,10/2/2011,7,7,1,-20.81332016,-70.27449799,3.599999905,-4.599999905,10/11/2011,7,15,,0,3.04,0.61
ob02-723-11,96723,10/2/2011,9,8,2,-20.78198051,-70.287323,3.400000095,-4.599999905,10/11/2011,8,15,,0,2.401,0.55
ob02-723-11,96723,10/2/2011,7,7,1,-20.77127075,-70.29775238,1.200000048,-4.599999905,10/11/2011,7,15,,0,3.206,0.21
ob02-723-11,96723,10/3/2011,8,8,1,-20.81088066,-70.21031189,7.099999905,-4.699999809,10/11/2011,8,15,,0,9.411,0.09
ob02-723-11,96723,10/4/2011,8,8,1,-20.84127045,-70.19766235,10,-4.800000191,10/11/2011,8,15,,0,11.597,0.14
ob02-723-11,96723,10/4/2011,7,7,2,-25.93049049,-64.41497803,26353.90039,-4.5,10/11/2011,7,15,,20,,
ob02-723-11,96723,10/4/2011,7,7,1,-20.81064987,-70.21019745,3.799999952,-4.300000191,10/11/2011,7,15,,0,9.42,0.1
ob02-723-11,96723,10/4/2011,5,5,1,-20.81080055,-70.21048737,1.399999976,-4.800000191,10/11/2011,5,15,,0,9.392,0.2
ob02-723-11,96723,10/5/2011,8,8,1,-21.02598953,-70.29402161,9.699999809,-4.900000095,10/16/2011,8,15,,0,25.164,0.52
ob02-723-11,96723,10/5/2011,5,5,2,-21.02972031,-70.30869293,2.599999905,-5,10/16/2011,5,15,,0,25.588,0.65
ob02-723-11,96723,10/5/2011,7,7,1,-21.04076004,-70.3193512,8.600000381,-4.400000095,10/16/2011,7,15,,0,26.876,0.68
ob02-723-11,96723,10/5/2011,5,5,1,-21.12734985,-70.39080048,1.100000024,-4.5,10/16/2011,5,15,,0,37.642,0.58
ob02-723-11,96723,10/5/2011,5,5,1,-21.15221024,-70.42513275,3.700000048,-5,10/16/2011,5,15,,0,41.308,0.37
ob02-723-11,96723,10/5/2011,7,7,1,-21.15428925,-70.43280029,7.199999809,-5,10/16/2011,7,15,,0,41.784,0.28
ob02-723-11,96723,10/5/2011,9,8,1,-20.86251068,-70.11873627,29635.59961,-26.29999924,10/16/2011,8,15,,20,,
ob02-723-11,96723,10/5/2011,7,7,2,-21.18799019,-70.38686371,5.099999905,-5,10/18/2011,7,15,,0,44.123,0.26
ob02-723-11,96723,10/5/2011,9,8,1,-21.18124008,-70.37724304,17.5,-4.5,10/18/2011,8,15,,0,43.191,0.49
ob02-723-11,96723,10/6/2011,7,7,2,-21.11404037,-70.32791138,4.800000191,-5,10/18/2011,7,15,,0,35.078,0.74
ob02-723-11,96723,10/6/2011,6,6,1,-21.04774094,-70.33100128,5.5,-5,10/18/2011,6,15,,0,27.766,0.55
ob02-723-11,96723,10/6/2011,9,8,1,-21.01935005,-70.42066193,7.300000191,-4.599999905,10/18/2011,8,15,,0,27.453,0.54
ob02-723-11,96723,10/6/2011,11,8,1,-21.01672935,-70.4372406,185.5,-4.599999905,10/18/2011,8,15,,0,28.031,0.69
ob02-723-11,96723,10/6/2011,8,8,2,-21.01436996,-70.45549011,214.1999969,-5,10/18/2011,8,15,,20,,
ob02-723-11,96723,10/6/2011,7,7,1,-21.0340004,-70.46257019,124,-2.900000095,10/18/2011,7,15,,0,31.052,0.56
ob02-723-11,96723,10/6/2011,6,6,1,-20.98605919,-70.34030914,3.5,-4.599999905,10/18/2011,6,15,,0,21.131,0.41
ob02-723-11,96723,10/7/2011,7,7,1,-20.89895058,-70.26721191,7.599999905,-4.699999809,10/18/2011,7,15,,0,11.531,0.21
ob02-723-11,96723,10/7/2011,7,7,1,-20.79999924,-70.30000305,100000000,0,10/18/2011,6,15,,20,,
ob02-723-11,96723,10/9/2011,6,6,2,-20.88191032,-70.17575836,5.300000191,-5.400000095,10/18/2011,6,15,,0,15.818,0.17
ob02-723-11,96723,10/9/2011,7,7,2,-20.88545036,-70.18077087,5.5,-4.900000095,10/18/2011,7,15,,0,15.631,0.39
ob02-723-11,96723,10/9/2011,6,6,1,-20.88558006,-70.19261169,1.899999976,-5.400000095,10/18/2011,6,15,,0,14.682,0.56
ob02-723-11,96723,10/9/2011,6,6,2,-20.95837021,-70.38899231,2.799999952,-5.5,10/18/2011,6,15,,0,19.911,0.47
ob02-723-11,96723,10/10/2011,5,5,1,-20.85407066,-70.28186798,8.100000381,-5,10/18/2011,5,15,,0,6.308,0.19
ob02-723-11,96723,10/11/2011,8,8,1,-20.79923058,-70.27494049,9.600000381,-5.699999809,10/18/2011,8,15,,0,2.609,0.21
ob02-723-11,96723,10/11/2011,8,8,1,-20.79649925,-70.26660156,6.099999905,-5.699999809,10/18/2011,8,15,,0,3.497,0.34
ob02-723-11,96723,10/11/2011,6,6,1,-20.80275917,-70.26450348,1.799999952,-5.699999809,10/18/2011,6,15,,0,3.707,0.19
ob02-723-11,96723,10/17/2011,6,6,1,-20.97327995,-70.51007843,0.400000006,-5.800000191,10/18/2011,6,15,,0,29.145,0.07
ob02-723-11,96723,10/18/2011,5,5,1,-21.00028038,-70.47444153,11.39999962,-35.90000153,10/19/2011,5,15,,-1,28.742,0.14
ob02-723-11,96723,10/18/2011,6,6,1,-20.99823952,-70.47926331,9.800000191,-35.90000153,10/19/2011,6,15,,-1,28.888,0.23
ob02-724-11,96724,7/5/2011,9,8,15,-20.8069706,-70.20954895,11.5,5.5,7/16/2011,8,15,,0,9.444,1.06
ob02-724-11,96724,7/5/2011,7,7,7,-20.79114914,-70.30574036,8.800000191,5.900000095,7/16/2011,7,15,,0,1.152,0.83
ob02-724-11,96724,7/5/2011,5,5,4,-20.78031921,-70.33158875,7.099999905,5.400000095,7/16/2011,5,15,,0,3.951,0.49
ob02-724-11,96724,7/5/2011,9,8,4,-20.79064941,-70.37519836,7.099999905,5.5,7/16/2011,8,15,,0,7.894,0.61
ob02-724-11,96724,7/5/2011,6,6,4,-20.80583954,-70.37731934,4.699999809,6,7/16/2011,6,15,,0,8.072,0.85
ob02-724-11,96724,7/5/2011,8,8,4,-20.82348061,-70.37036133,6.199999809,6,7/16/2011,8,15,,0,7.774,0.9
ob02-724-11,96724,7/5/2011,8,8,1,-20.84115028,-70.33196259,5,5.900000095,7/16/2011,8,15,,0,5.661,1.01
ob02-724-11,96724,7/5/2011,8,8,2,-20.83600044,-70.30716705,10,5.900000095,7/16/2011,8,15,,0,4.076,1.1
ob02-724-11,96724,7/5/2011,10,8,1,-20.84338951,-70.25652313,7.300000191,5.400000095,7/16/2011,8,15,,0,6.618,0.78
ob02-724-11,96724,7/5/2011,9,8,4,-20.81307983,-70.21501923,9.5,5.400000095,7/16/2011,8,15,,0,8.962,0.23
ob02-724-11,96724,7/5/2011,9,8,5,-20.81299019,-70.21504211,6.300000191,5.400000095,7/16/2011,8,15,,0,8.958,0
ob02-724-11,96724,7/6/2011,8,8,4,-20.81253052,-70.21418762,8.800000191,5.400000095,7/18/2011,8,15,,0,9.038,0.15
ob02-724-11,96724,7/6/2011,6,6,4,-20.81041908,-70.21031189,5.699999809,5.400000095,7/18/2011,6,15,,0,9.405,0.16
ob02-724-11,96724,7/6/2011,6,6,5,-20.8105793,-70.21051788,1.299999952,5.300000191,7/18/2011,6,15,,0,9.386,0.01
ob02-724-11,96724,7/8/2011,9,8,5,-20.80964088,-70.21050262,4.599999905,5.099999905,7/18/2011,8,15,,0,9.375,0.71
ob02-724-11,96724,7/8/2011,10,8,2,-20.81325912,-70.21810913,6.199999809,5.099999905,7/18/2011,8,15,,0,8.649,1.5
ob02-724-11,96724,7/8/2011,7,7,2,-20.83003998,-70.25028229,12.89999962,5.099999905,7/18/2011,7,15,,0,6.16,1.41
ob02-724-11,96724,7/8/2011,8,8,1,-20.85115051,-70.26918793,6.199999809,5.099999905,7/18/2011,8,15,,0,6.534,1.04
ob02-724-11,96724,7/8/2011,8,8,1,-20.88184929,-70.29033661,3,5.099999905,7/18/2011,8,15,,0,9.167,0.64
ob02-724-11,96724,7/8/2011,9,8,2,-20.88899994,-70.2957077,8.399999619,5.099999905,7/18/2011,8,15,,0,9.917,0.47
ob02-724-11,96724,7/8/2011,11,8,1,-20.89825058,-70.28795624,5,5.099999905,7/18/2011,8,15,,0,11.009,0.53
ob02-724-11,96724,7/8/2011,9,8,2,-20.9184494,-70.25817871,6,5.099999905,7/18/2011,8,15,,0,13.885,0.67
ob02-724-11,96724,7/8/2011,7,7,1,-20.91241074,-70.24095154,8.699999809,5.099999905,7/18/2011,7,15,,0,13.94,0.86
ob02-724-11,96724,7/8/2011,9,8,1,-20.90373993,-70.22280884,2.700000048,5.099999905,7/18/2011,8,15,,0,14.066,0.91
ob02-724-11,96724,7/8/2011,8,8,2,-20.90007019,-70.20187378,5.199999809,5.099999905,7/18/2011,8,15,,0,15.109,1.01
ob02-724-11,96724,7/8/2011,9,8,4,-20.90575981,-70.1775589,8.199999809,5.099999905,7/18/2011,8,15,,0,17.345,0.94
ob02-724-11,96724,7/8/2011,6,6,2,-20.92176056,-70.17269135,3,5.099999905,7/18/2011,6,15,,0,18.949,0.8
ob02-724-11,96724,7/8/2011,8,8,2,-20.9373703,-70.18167877,5.599999905,5,7/18/2011,8,15,,0,19.629,0.75
ob02-724-11,96724,7/8/2011,7,7,1,-20.94766998,-70.19296265,2.400000095,5,7/18/2011,7,15,,0,19.854,0.59
ob02-724-11,96724,7/9/2011,7,7,1,-21.02239037,-70.17665863,8.5,5.099999905,7/18/2011,7,15,,0,27.881,0.28
ob02-724-11,96724,7/9/2011,8,8,1,-21.02955055,-70.1875,3.400000095,5.099999905,7/18/2011,8,15,,0,28.103,0.59
ob02-724-11,96724,7/9/2011,5,5,1,-21.13415909,-70.29728699,2.299999952,5,7/18/2011,5,15,,0,37.199,0.86
ob02-724-11,96724,7/9/2011,8,8,3,-21.15274048,-70.27980804,3.299999952,5,7/18/2011,8,15,,0,39.322,0.85
ob02-724-11,96724,7/9/2011,6,6,3,-21.1638298,-70.25734711,2.400000095,5,7/18/2011,6,15,,0,40.742,1.06
ob02-724-11,96724,7/9/2011,5,5,2,-21.17324066,-70.23607635,0.100000001,5,7/18/2011,5,15,,0,42.076,1.02
ob02-724-11,96724,7/9/2011,8,8,3,-21.17774963,-70.18808746,5.400000095,5,7/18/2011,8,15,,0,43.629,0.67
ob02-724-11,96724,7/9/2011,7,7,1,-21.1996994,-70.17214966,6.300000191,5.5,7/18/2011,7,15,,0,46.435,0.51
ob02-724-11,96724,7/9/2011,8,8,3,-21.20848083,-70.18518066,3.900000095,5.5,7/21/2011,8,15,,0,47.011,0.55
ob02-724-11,96724,7/9/2011,6,6,3,-21.21462059,-70.17739868,4.400000095,5,7/21/2011,6,15,,0,47.881,0.32
ob02-724-11,96724,7/9/2011,9,8,2,-21.21565056,-70.1606369,8.300000191,5,7/21/2011,8,15,,0,48.483,0.78
ob02-724-11,96724,7/9/2011,6,6,2,-21.15950012,-70.1548233,6,5,7/21/2011,6,15,,0,42.769,1.46
ob02-724-11,96724,7/10/2011,5,5,2,-21.09049988,-70.15618896,5.099999905,5,7/21/2011,5,15,,0,35.627,1.09
ob02-724-11,96724,7/10/2011,5,5,1,-21.05352974,-70.15776062,1.299999952,5,7/21/2011,5,15,,0,31.863,0.38
ob02-724-11,96724,7/10/2011,6,6,3,-21.0651207,-70.19550323,5.400000095,5,7/21/2011,6,15,,0,31.449,0.48
ob02-724-11,96724,7/10/2011,8,8,2,-21.16593933,-70.19892883,4.900000095,5,7/21/2011,8,15,,0,42.068,0.86
ob02-724-11,96724,7/10/2011,7,7,3,-21.17250061,-70.2207489,1.600000024,5,7/21/2011,7,15,,0,42.276,0.67
ob02-724-11,96724,7/10/2011,8,8,4,-21.19737053,-70.2156601,4.900000095,5,7/21/2011,8,15,,0,45.094,0.48
ob02-724-11,96724,7/10/2011,9,8,3,-21.21422958,-70.19705963,7.300000191,5,7/21/2011,8,15,,0,47.336,0.36
ob02-724-11,96724,7/10/2011,8,8,2,-21.21054077,-70.19650269,6.699999809,4.900000095,7/21/2011,8,15,,0,46.949,0.2
ob02-724-11,96724,7/10/2011,7,7,2,-21.21129036,-70.19129181,5.699999809,5,7/22/2011,7,15,,0,47.157,0.26
ob02-724-11,96724,7/10/2011,8,8,3,-21.20556068,-70.18843079,6.300000191,5,7/22/2011,8,15,,0,46.611,0.41
ob02-724-11,96724,7/10/2011,8,8,1,-21.19556999,-70.18341064,8.5,4.900000095,7/22/2011,8,15,,0,45.67,0.82
ob02-724-11,96724,7/10/2011,7,7,2,-21.12335968,-70.18376923,4.5,4.900000095,7/22/2011,7,15,,0,37.969,1.35
ob02-724-11,96724,7/10/2011,8,8,1,-21.08980942,-70.17886353,13.69999981,4.900000095,7/22/2011,8,15,,0,34.632,1.27
ob02-724-11,96724,7/10/2011,5,5,1,-21.05348969,-70.15794373,0.899999976,4.900000095,7/22/2011,5,15,,0,31.85,0.48
ob02-724-11,96724,7/10/2011,7,7,3,-21.05365944,-70.15773773,1.200000048,4.900000095,7/22/2011,7,15,,0,31.877,0.07
ob02-724-11,96724,7/11/2011,8,8,2,-21.06971931,-70.20185852,10.5,4.900000095,7/22/2011,8,15,,0,31.711,0.4
ob02-724-11,96724,7/11/2011,6,6,1,-21.02961922,-70.26721191,5.800000191,4.800000191,7/22/2011,6,15,,0,25.787,1.22
ob02-724-11,96724,7/11/2011,9,8,1,-20.98974037,-70.27239227,11.89999962,4.800000191,7/22/2011,8,15,,0,21.316,1.17
ob02-724-11,96724,7/11/2011,10,8,1,-20.79999924,-70.30000305,100000000,0,7/22/2011,7,15,,20,,
ob02-724-11,96724,7/11/2011,8,8,1,-20.91053963,-70.31436157,5.900000095,4.900000095,7/22/2011,8,15,,0,12.395,0.74
ob02-724-11,96724,7/11/2011,8,8,2,-20.83325958,-70.30451965,5,4.900000095,7/22/2011,8,15,,0,3.732,0.66
ob02-724-11,96724,7/11/2011,11,8,1,-20.82625961,-70.29794312,4.699999809,4.900000095,7/22/2011,8,15,,0,2.931,0.87
ob02-724-11,96724,7/12/2011,6,6,1,-20.81036949,-70.21051788,4.400000095,4.800000191,7/22/2011,6,15,,0,9.383,0.67
ob02-724-11,96724,7/13/2011,6,6,1,-20.80891037,-70.22162628,6.699999809,4.800000191,7/22/2011,6,15,,0,8.216,0.7
ob02-724-11,96724,7/13/2011,8,8,1,-20.80851936,-70.25390625,11.10000038,4.699999809,7/22/2011,8,15,,0,4.89,1.46
ob02-724-11,96724,7/13/2011,6,6,1,-20.9267292,-70.46572876,7.699999809,4.699999809,7/22/2011,6,15,,0,22.275,1.14
ob02-724-11,96724,7/13/2011,7,7,2,-20.91758919,-70.48001862,8.300000191,4.699999809,7/22/2011,7,15,,0,22.847,1.03
ob02-724-11,96724,7/13/2011,8,8,1,-20.91296959,-70.51261902,3.200000048,4.699999809,7/22/2011,8,15,,0,25.442,1.38
ob02-724-11,96724,7/13/2011,8,8,1,-20.91283989,-70.54380798,6.300000191,4.699999809,7/22/2011,8,15,,0,28.301,1
ob02-724-11,96724,7/14/2011,8,8,1,-21.01403999,-70.659729,4.800000191,4.699999809,7/22/2011,8,15,,0,44.351,0.28
ob02-724-11,96724,7/14/2011,8,8,1,-21.01509094,-70.65921783,12.30000019,5.199999809,7/22/2011,8,15,,0,44.369,0.15
ob02-724-11,96724,7/14/2011,7,7,2,-21.03475952,-70.65677643,10.19999981,4.699999809,7/22/2011,7,15,,0,45.378,0.21
ob02-724-11,96724,7/14/2011,8,8,2,-21.04570007,-70.65514374,8.399999619,4.699999809,7/22/2011,8,15,,0,45.953,0.13
ob02-724-11,96724,7/14/2011,8,8,1,-21.0442009,-70.65595245,6.5,4.599999905,7/22/2011,8,15,,0,45.921,0.26
